cbg,income,income_moe,bachelor_or_higher,years_edu_weighted,median_age,male_proportion,white_proportion
340030321042,250001.0,,0.762214983713355,15.973941368078176,20.2,0.4634831460674157,0.6781701444622793
340030322011,208256.0,73108.0,0.5437003405221339,14.88989784335982,52.1,0.4930817610062893,0.919496855345912
340030322013,99306.0,18609.0,0.7146739130434783,15.71358695652174,53.0,0.4344519015659955,0.8286353467561521
340030351001,135357.0,53433.0,0.4767441860465116,14.78217054263566,45.5,0.4969461410327596,0.8312048861743476
340030351002,151008.0,25117.0,0.6210596914822267,15.413145539906104,50.0,0.447790189412336,0.6508013598834386
340030351004,135473.0,53983.0,0.51272166538165,14.632228218966846,46.1,0.4806629834254143,0.7292817679558011
340030351005,163227.0,60226.0,0.6978281397544853,15.743153918791313,41.9,0.4375,0.9241452991452992
340030352004,162727.0,73044.0,0.7092592592592593,16.007407407407406,50.9,0.4522378089512358,0.8370073480293921
340030352005,175313.0,28064.0,0.7865612648221344,15.703557312252965,42.0,0.4773310521813516,0.9803250641573996
340030362001,89545.0,13199.0,0.2730860299921073,13.486977111286503,42.9,0.4711538461538461,0.7754524886877828
340030391003,159844.0,37010.0,0.5896678966789668,15.270848708487083,48.0,0.475,0.8801020408163265
340030411004,90987.0,34596.0,0.547085201793722,14.181614349775783,41.0,0.5347181008902078,0.1287833827893175
340030430012,140083.0,40278.0,0.663109756097561,15.551829268292684,50.4,0.4982394366197183,0.9700704225352113
340030430022,76094.0,28856.0,0.4466374269005848,14.366959064327483,55.4,0.4553296364756624,0.8558225508317929
340030471005,250001.0,,0.7754172989377845,16.327769347496208,44.5,0.4280338664158043,0.6999059266227657
340030490011,184150.0,21076.0,0.6836902800658978,15.91845140032949,51.7,0.4882214369846879,0.969964664310954
340030490013,176250.0,44184.0,0.7135842880523732,16.062193126022912,49.6,0.4988623435722412,0.9544937428896472
340030490022,124750.0,33505.0,0.5472103004291845,15.104434907010017,44.4,0.4915499758570739,0.8512795750845003
340030490023,141923.0,16954.0,0.481902058197303,14.495386799148331,46.7,0.5286964980544747,0.9241245136186772
340030532003,148462.0,109277.0,0.5965103598691385,15.57906215921483,45.4,0.5099925980754997,0.8090303478904515
340030532004,195441.0,31017.0,0.7198641765704584,15.901528013582343,31.0,0.5259423503325943,0.7858093126385809
340030532005,154891.0,26438.0,0.6925315227934045,16.13482056256062,39.8,0.5315101070154578,0.5112960760998811
340030541001,136045.0,39683.0,0.4052631578947368,14.577631578947368,40.9,0.5181159420289855,0.2572463768115942
340030541003,90109.0,72986.0,0.23773173391494,13.04143947655398,29.4,0.5628169014084508,0.1723943661971831
340030552006,140655.0,29955.0,0.7487335359675785,16.323201621073963,46.0,0.5297191378184193,0.4983670803396473
340130007002,33007.0,3699.0,0.0733675715333822,12.062362435803374,27.2,0.4217557251908397,0.1270992366412213
340130037001,47143.0,31061.0,0.0936170212765957,12.830851063829789,35.8,0.3671497584541063,0.0958132045088566
340130050001,16825.0,6547.0,0.0968609865470852,11.960538116591929,35.8,0.4536928487690504,0.0046893317702227
340130070001,39730.0,13112.0,0.2030848329048843,11.24421593830334,33.9,0.4664196387216304,0.7924965261695229
340130080001,75833.0,9448.0,0.7772435897435898,16.33173076923077,30.8,0.467966573816156,0.5584958217270195
340130106001,53963.0,5428.0,0.0941949616648411,12.44578313253012,28.7,0.5523295070898042,0.0918298446995273
340130113003,56613.0,22786.0,0.1043988269794721,11.951319648093842,32.9,0.5443786982248521,0.0103550295857988
340130130001,52024.0,10507.0,0.3677655677655678,14.2,41.1,0.5212314225053079,0.0557324840764331
340130146003,67422.0,18671.0,0.2706270627062706,13.636963696369635,28.5,0.4634146341463415,0.4733514001806684
340130200007,250001.0,,0.8617021276595744,16.63563829787234,48.4,0.4601449275362319,0.8768115942028986
340130201003,250001.0,,0.8892889288928892,16.866786678667868,39.9,0.5524017467248908,0.5900655021834061
340130205002,220313.0,51123.0,0.8096976016684045,16.680917622523463,39.7,0.4955527318932655,0.7741423125794155
340130216023,165266.0,20273.0,0.7602131438721137,16.264653641207815,47.2,0.4424724602203182,0.8953488372093024
340170008001,71058.0,9530.0,0.3397046046915725,13.552562988705471,29.9,0.5954773869346733,0.4403266331658291
340170017012,43185.0,10032.0,0.3187001140250855,13.24230330672748,29.4,0.50519959745052,0.4766856759476686
340170019001,75139.0,16662.0,0.668429003021148,14.853474320241691,32.2,0.5429732868757259,0.1875725900116144
340170020001,61944.0,52950.0,0.5127450980392156,13.745098039215684,39.4,0.5731414868105515,0.4700239808153477
340170027002,61250.0,15590.0,0.4751824817518248,13.747445255474451,34.4,0.5311181434599156,0.3391350210970464
340170028001,49663.0,18332.0,0.2889584964761159,13.091620986687548,33.0,0.4975514201762977,0.38050930460333
340170029001,60625.0,20369.0,0.4985835694050991,14.328611898016996,35.4,0.5131663455362877,0.3834296724470135
340170031003,131439.0,39985.0,0.7962515114873036,15.993349455864571,32.4,0.5506299580027998,0.3261782547830145
340170040002,92778.0,40211.0,0.3950143815915628,13.625599232981784,40.7,0.4702359985910532,0.1602676998943289
340170041013,42134.0,18309.0,0.265253360910031,12.945708376421925,36.0,0.511400651465798,0.3651465798045603
340170045003,43750.0,20841.0,0.1910471622701838,12.051958433253397,34.6,0.5456919060052219,0.2391644908616188
340170054002,58785.0,16438.0,0.4304169113329418,14.233118027011155,35.2,0.4240873422040259,0.0641419310815421
340170058021,152813.0,24332.0,0.8164094232331438,16.32412672623883,37.8,0.453714981729598,0.5682095006090134
340170060001,38717.0,16577.0,0.1852189781021898,12.706204379562044,31.0,0.4833247819394561,0.0872242175474602
340170063003,47250.0,17100.0,0.2395374449339207,12.655837004405289,30.5,0.4597222222222222,0.1694444444444444
340170071002,86894.0,23189.0,0.6016869728209935,14.375820056232428,36.9,0.5446868402533427,0.3715693173821253
340170073001,160714.0,17766.0,0.9234303215926492,16.96784073506891,33.0,0.4840136054421768,0.5360544217687074
340170074001,182881.0,20292.0,0.8870361672146547,16.768670737435414,35.4,0.5171942164908168,0.602188354826104
340170075001,60417.0,11485.0,0.4910352805089647,14.097165991902834,40.8,0.4576200417536534,0.3653444676409186
340170075003,155859.0,23806.0,0.8996655518394648,16.662207357859533,33.2,0.5762915498598318,0.6980376451742091
340170076001,197730.0,12527.0,0.905894519131334,17.12128822573497,33.3,0.5376884422110553,0.4525190052828244
340170077002,180809.0,16322.0,0.9365533009431266,17.093169476993427,30.3,0.47732135216089,0.2586649550706033
340170077003,146076.0,41624.0,0.8686802363755746,16.96979645436638,32.0,0.534633145202668,0.2432016418676244
340170077004,130266.0,30912.0,0.9333652924256952,17.563279002876317,31.2,0.5858223815213063,0.1943448825169255
340170078001,53125.0,25452.0,0.5723001830384381,14.169615619280048,33.3,0.5701559020044543,0.5799554565701559
340170104003,101786.0,34035.0,0.7971014492753623,15.962962962962964,32.1,0.519053876478318,0.3889618922470433
340170110001,59464.0,10461.0,0.2973158981417756,13.330350997935309,38.8,0.528757854035766,0.4108264862252296
340170138001,96810.0,8449.0,0.6363993710691824,14.9249213836478,33.0,0.5201499531396439,0.3992502343017807
340170139002,73214.0,18595.0,0.3100490196078431,12.939950980392156,36.3,0.4683920237590157,0.5036062791684345
340170141011,70500.0,19952.0,0.5201535508637236,14.614587332053745,47.0,0.4408999328408328,0.7222968435191404
340170141021,90181.0,21069.0,0.4163934426229508,13.26688524590164,38.8,0.5715059588299025,0.5021668472372698
340170142002,49384.0,7282.0,0.2180685358255451,12.89563862928349,35.3,0.5440940673436665,0.4120791020844468
340170146001,83258.0,29887.0,0.3208279430789133,12.588615782664942,36.3,0.4779135338345864,0.5714285714285714
340170148002,56136.0,26255.0,0.2224137931034482,12.724712643678162,30.9,0.4973858487277797,0.6915301498780063
340170148003,48938.0,14527.0,0.3150773195876288,12.850515463917526,34.4,0.5551520653654108,0.4439400817067635
340170150011,97367.0,35473.0,0.7108655616942909,15.804174340085943,53.9,0.4793526785714285,0.5145089285714286
340170152012,156667.0,58386.0,0.7775665399239544,16.56083650190114,37.0,0.5196607555898227,0.646106399383192
340170152021,64792.0,26478.0,0.3518398967075533,12.721755971594575,36.9,0.4798898071625344,0.7294765840220385
340170155002,48167.0,9916.0,0.1312217194570135,11.06464124111183,42.6,0.484167049105094,0.632859109683341
340170158012,137313.0,13240.0,0.8147505422993493,16.169631236442516,35.1,0.5282679150162045,0.5477133597407274
340170165001,52321.0,38163.0,0.2199832073887489,11.959697732997482,38.5,0.5175879396984925,0.7509771077610273
340170173001,63667.0,17740.0,0.3401775804661487,13.585460599334072,35.4,0.4734126984126984,0.6265873015873016
340170179001,82386.0,25860.0,0.6684684684684684,15.913513513513514,42.1,0.4564676616915423,0.8134328358208955
340170179002,204141.0,12410.0,0.8860644575578757,16.694961416250568,35.5,0.4963262307127112,0.6576047024246877
340170181001,93977.0,31893.0,0.5661929693343306,14.565445026178011,40.6,0.5666871542716656,0.7904118008604795
340170182002,62833.0,10843.0,0.429769392033543,13.95457721872816,34.9,0.5297773174520973,0.7617814603832211
340170183021,250001.0,,0.9378935317687463,16.85861476817401,34.8,0.4875509280217293,0.7994567677682209
340170184001,201000.0,20911.0,0.9504504504504504,16.563813813813812,31.1,0.4618272841051314,0.8266583229036295
340170185001,103625.0,29897.0,0.7444168734491315,15.227047146401985,35.1,0.4835218888342351,0.8125922282341368
340170186001,131705.0,28030.0,0.7989690721649485,15.702503681885124,32.7,0.4982638888888889,0.8287037037037037
340170187011,125875.0,36628.0,0.9170506912442395,16.870967741935484,19.5,0.6112836438923396,0.7960662525879917
340170187023,132266.0,39599.0,0.8838652482269503,16.13741134751773,33.0,0.426279602750191,0.8472116119174943
340170188002,151389.0,26248.0,0.8872620790629575,16.414348462664716,32.6,0.4154761904761905,0.919047619047619
340170192001,158661.0,34303.0,0.8710374639769453,16.64265129682997,30.9,0.4260761072988147,0.7897691827822833
340170192002,216313.0,24083.0,0.9586909871244635,17.03540772532189,32.3,0.4786829886027859,0.7539046010975095
340170193001,184539.0,60511.0,0.9096313912009512,16.49524375743163,30.0,0.5402650356778798,0.8955147808358818
340170194001,93421.0,19153.0,0.6218487394957983,15.534453781512603,44.4,0.6353276353276354,0.8817663817663818
340170194002,141932.0,30675.0,0.9210810810810812,16.523243243243243,27.9,0.4026258205689278,0.8643326039387309
340170198001,103594.0,12541.0,0.547646383467279,14.687715269804825,35.8,0.4621344663834041,0.5973506623344164
340170199002,129338.0,22459.0,0.5657102373361672,14.861849096705631,43.2,0.4502873563218391,0.7798850574712644
340170201001,142000.0,26585.0,0.7551326990485728,16.013019529293942,32.5,0.5261324041811847,0.3728222996515679
340230073042,123750.0,31320.0,0.5604597701149425,15.056091954022987,35.9,0.4814319170291067,0.3516226162596186
340230077022,159119.0,35263.0,0.5363904080774085,14.603702145561632,38.7,0.5920190589636688,0.6563430613460393
340230079081,54417.0,11576.0,0.266597510373444,13.387448132780085,40.4,0.52389020670959,0.3612334801762114
340230079123,165987.0,45695.0,0.7093486929552504,15.762516614975633,45.0,0.4341968911917098,0.6082901554404145
340230082023,143101.0,9932.0,0.6100715046401948,15.33196409554237,46.6,0.487076017013851,0.5228487294143309
340230082083,184231.0,22697.0,0.578879587894398,14.75853187379266,44.3,0.5151076158940397,0.6783940397350994
340230091001,85984.0,8256.0,0.2487419122933141,13.261682242990654,35.4,0.5058823529411764,0.43475935828877
340258027001,121719.0,9609.0,0.4818652849740932,14.921808761187,40.6,0.4731107205623902,0.8657293497363796
340258095011,139934.0,33788.0,0.6187141947803947,15.37173774665818,41.8,0.493069306930693,0.5893069306930693
340258095013,143917.0,38051.0,0.6682496607869742,15.912483039348713,37.5,0.4297061159650516,0.7184273232724384
340258095021,223770.0,62402.0,0.6389830508474577,15.522033898305084,40.3,0.4964753272910372,0.6701913393756294
340258095022,197768.0,35346.0,0.6566744730679157,15.65105386416862,47.8,0.463949843260188,0.7830721003134796
340258096002,209573.0,74831.0,0.7824175824175824,16.2978021978022,44.9,0.5023659305993691,0.9511041009463722
340258097011,190272.0,40157.0,0.6666666666666666,15.89620758483034,41.1,0.4749034749034749,0.6023166023166023
340258097012,150972.0,18749.0,0.5597883597883598,15.062962962962963,45.0,0.54375,0.8426470588235294
340258097031,195125.0,38329.0,0.7348901098901099,15.972527472527473,40.3,0.4545454545454545,0.7390572390572391
340258097041,167115.0,27274.0,0.7140330188679245,16.14327830188679,37.8,0.4872468117029257,0.753563390847712
340258097042,149375.0,29067.0,0.7549603174603174,16.043650793650794,45.0,0.5092105263157894,0.9230263157894736
340258100011,148333.0,35263.0,0.5494987468671679,15.087092731829571,44.7,0.5560995512035903,0.944920440636475
340258101021,121629.0,18129.0,0.5448275862068965,15.143448275862069,45.3,0.5030549898167006,0.8265444670739986
340258102002,123172.0,20060.0,0.6725972120322817,15.525311812179018,41.7,0.4819245082402977,0.8688197767145136
340258102004,175508.0,46587.0,0.3514578408195429,14.47517730496454,44.3,0.5286259541984732,0.898854961832061
340258125011,178462.0,14663.0,0.6270033997085964,15.250607090820786,44.9,0.4704415954415954,0.9052706552706552
340258125012,130750.0,56696.0,0.4664536741214057,14.411227749885898,46.9,0.4972116231288523,0.9480481361901968
340270426001,91364.0,40884.0,0.6160179640718563,15.407185628742514,22.2,0.4192073170731707,0.7795731707317073
340270446011,109470.0,14843.0,0.396098003629764,14.112068965517242,43.8,0.4929323308270676,0.9536842105263158
340311540011,97917.0,11939.0,0.5533938607868569,15.055771725032423,29.6,0.466746126340882,0.8066746126340882
340312568014,85114.0,25658.0,0.351024208566108,13.80633147113594,39.7,0.496077248038624,0.8648159324079662
340373710003,59934.0,28025.0,0.2710566615620214,13.683767228177642,39.8,0.5480283114256825,0.9509605662285135
340373713002,97102.0,29286.0,0.3234738829452486,13.911894273127754,46.8,0.4703703703703704,0.9287037037037036
340373714002,110577.0,33602.0,0.2547892720306513,13.672413793103448,49.1,0.5435082872928176,1.0
340373715031,101020.0,4132.0,0.2737795671867136,13.8147961751384,41.2,0.49553264604811,0.8896907216494845
340390316023,54861.0,20999.0,0.2474713418745785,13.005394470667566,37.6,0.5368653421633555,0.5267108167770419
360010001001,44821.0,12641.0,0.1362126245847176,12.606312292358805,48.4,0.4789473684210526,0.3276315789473684
360010001002,30361.0,8048.0,0.1380323054331864,12.085168869309838,30.6,0.4290196078431372,0.08
360010002001,24271.0,7620.0,0.1521335807050092,12.718923933209648,24.8,0.4542961608775137,0.0461608775137111
360010002002,43220.0,24803.0,0.1007194244604316,12.553956834532372,27.4,0.1692913385826771,0.1889763779527559
360010002003,24646.0,8291.0,0.1784431137724551,13.194011976047904,31.7,0.5451851851851852,0.1659259259259259
360010002004,76964.0,57067.0,0.5163776493256262,14.547206165703276,32.1,0.4444444444444444,0.3199464524765729
360010003001,48787.0,31971.0,0.4883333333333333,15.218333333333334,36.5,0.3913551401869158,0.7301401869158879
360010003002,37662.0,26294.0,0.075070821529745,13.206798866855523,23.9,0.3268138801261829,0.2113564668769716
360010003003,62984.0,13672.0,0.5114054451802796,14.770419426048566,34.8,0.5179593961478397,0.4960957834461218
360010004011,74274.0,5012.0,0.4757952973720608,14.7989857076994,61.9,0.3725656223539373,0.8818797629127858
360010004032,48636.0,32718.0,0.6637168141592921,15.36479842674533,33.7,0.3714285714285714,0.7972789115646258
360010004033,76875.0,39454.0,0.640926640926641,15.552123552123552,55.2,0.5308441558441559,0.7159090909090909
360010004034,88056.0,31201.0,0.6105398457583547,15.70051413881748,49.1,0.5276008492569002,0.8089171974522293
360010005011,32783.0,4654.0,0.2051630434782608,13.513586956521738,30.3,0.4475965327029156,0.3790386130811662
360010005012,89167.0,34279.0,0.5775577557755776,14.696369636963697,33.8,0.373134328358209,0.7518656716417911
360010005022,61211.0,7595.0,0.6097318768619663,15.680238331678252,29.4,0.4322660098522167,0.6305418719211823
360010006002,43711.0,10285.0,0.1142857142857142,12.663636363636364,28.3,0.4015256588072122,0.3592233009708738
360010006003,20667.0,6477.0,0.3007407407407407,12.551111111111112,22.6,0.4946719012899607,0.3701626472237802
360010007001,41172.0,8479.0,0.25,13.170863309352518,46.7,0.4567430025445292,0.1755725190839694
360010007003,38173.0,22789.0,0.1983372921615201,12.80166270783848,49.2,0.5273851590106007,0.0750883392226148
360010008001,14453.0,8155.0,0.1698113207547169,13.047169811320757,20.5,0.3583815028901734,0.0
360010008002,25000.0,12421.0,0.0930599369085173,12.211356466876971,30.8,0.3952702702702703,0.1275337837837837
360010008003,42938.0,12559.0,0.1259259259259259,12.508641975308642,32.0,0.5332326283987915,0.338368580060423
360010011001,19766.0,5429.0,0.2280030604437643,12.602142310635042,52.6,0.5594405594405595,0.5467260012714558
360010014001,58242.0,18989.0,0.7074293228139382,15.750821827744904,31.9,0.565266106442577,0.7764705882352941
360010014002,57250.0,9256.0,0.6142034548944337,16.362763915547024,30.1,0.6032279757901816,0.8493611297915266
360010015001,22293.0,9542.0,0.5454545454545454,14.69976076555024,24.7,0.6336009174311926,0.8537844036697247
360010015002,24826.0,16313.0,0.3634259259259259,14.247685185185183,24.6,0.4912087912087912,0.8494505494505494
360010015003,39375.0,8925.0,0.7103448275862069,15.510344827586207,23.7,0.492583918813427,0.6167056986729118
360010016002,68427.0,29202.0,0.6266233766233766,14.50487012987013,30.8,0.5,0.8026004728132388
360010016003,63243.0,16392.0,0.6502347417840375,16.309859154929576,35.6,0.4318936877076412,0.6810631229235881
360010016004,72375.0,27087.0,0.6369230769230769,15.576923076923077,41.0,0.4830508474576271,0.8548728813559322
360010017001,70119.0,35493.0,0.5414285714285715,15.618571428571428,39.4,0.4518134715025906,0.7150259067357513
360010017003,56667.0,12742.0,0.4946025515210991,14.741903827281648,38.4,0.4378860672614962,0.5689773507206589
360010018011,131000.0,81118.0,0.5008431703204047,16.168634064080944,48.6,0.5320970042796006,0.9072753209700428
360010018012,108819.0,25401.0,0.6790849673202615,15.575816993464052,44.5,0.5182403433476395,0.8814377682403434
360010018013,75147.0,18892.0,0.4852670349907919,14.572744014732963,41.6,0.5226198514517219,0.5820391627278866
360010018014,92260.0,15923.0,0.5828571428571429,15.718095238095238,55.8,0.3008403361344537,0.9563025210084034
360010018015,82500.0,12955.0,0.4920308483290488,14.718766066838048,44.9,0.4074074074074074,0.7554759060135404
360010018021,66607.0,13912.0,0.2854914196567862,13.580343213728549,44.0,0.4618369987063389,0.7451487710219923
360010018022,68636.0,17828.0,0.310586176727909,13.826771653543307,51.6,0.4541751527494908,0.90020366598778
360010018024,69722.0,16628.0,0.5760095011876485,14.887173396674584,35.2,0.5145228215767634,0.8
360010019011,88375.0,19924.0,0.7659033078880407,16.282442748091604,33.3,0.4966555183946488,0.9096989966555185
360010019012,59798.0,11239.0,0.5520833333333334,15.62326388888889,35.9,0.6358313817330211,0.7704918032786885
360010019013,94637.0,20913.0,0.6841530054644809,15.97486338797814,41.2,0.4619651347068146,0.8304278922345484
360010019021,90250.0,19794.0,0.4827018121911038,15.184514003294892,42.0,0.5276595744680851,0.7095744680851064
360010019022,80357.0,35661.0,0.3725135623869801,14.8499095840868,52.4,0.5238784370477568,0.8654124457308249
360010019023,61750.0,20815.0,0.4318618042226487,14.727447216890596,49.4,0.4652567975830816,0.7809667673716012
360010020001,39739.0,8953.0,0.3278810408921933,13.027509293680298,34.2,0.4327693677649154,0.4220837043633125
360010020002,35650.0,23214.0,0.0260869565217391,11.69782608695652,33.8,0.4591700133868808,0.4016064257028112
360010020004,54940.0,48429.0,0.4387527839643652,14.561247216035635,43.2,0.4192139737991266,0.6739446870451238
360010020005,39290.0,16274.0,0.2343324250681198,13.23841961852861,23.2,0.4322747893713545,0.2423849643551523
360010021001,49412.0,15004.0,0.359504132231405,13.355371900826446,27.7,0.6574733096085409,0.4012455516014235
