cbg,mobility
340130216023,27.888817607893163
340170008001,28.59183220836623
340170017012,11.079862392502827
340170019001,38.36376751210296
340170020001,6.155058499823246
340170027002,72.26498859277716
340170028001,82.20374737842009
340170029001,21.28767871229121
340170031003,8.586111948799552
340170040002,10.055458747401369
340170041013,13.713617227548971
340170045003,12.35211206181042
340170054002,25.98322501437525
340170058021,43.159823412572905
340170060001,13.23636277288651
340170063003,17.219547883977647
340170071002,7.616150766869434
340170073001,17.262159451733798
340170074001,11.3017221333618
340170075001,7.038348698342387
340170075003,12.76959100081011
340170076001,13.25396526907451
340170077002,7.5558107941368595
340170077003,8.492758392105763
340170077004,17.234876135465605
340170078001,31.12600349317109
340170104003,26.34076028230212
340170110001,14.17038352133534
340170138001,14.934916722287593
340170139002,16.612536926303406
340170141011,12.653949717074628
340170141021,11.99333419274278
340170142002,37.37857814091993
340170146001,21.252255158623573
340170148002,11.441113275225163
340170148003,7.065880389639038
340170150011,15.788193580449306
340170152012,6.585634049201796
340170152021,12.994225607535277
340170155002,9.851685991668099
340170158012,14.107012151377802
340170165001,12.893044667665118
340170173001,13.586494913910208
340170179001,4.838589575845051
340170179002,14.566229597751372
340170181001,25.31637252388992
340170182002,15.726171781609166
340170183021,21.25437138576178
340170184001,5.126828949745159
340170185001,5.987466871448527
340170186001,37.9281575686501
340170187011,21.09895153352281
340170187023,22.066789286016604
340170188002,10.176140204330974
340170192001,10.823937200410024
340170192002,14.046315434728205
340170193001,11.441759258086156
340170194001,7.703594415766531
340170194002,10.808607501236429
340170198001,32.34544090165816
340170199002,21.182062426541016
340170201001,30.508827049269847
340230073042,60.13004726375102
340230077022,65.5563727632036
340230079081,49.79278328278579
340230079123,46.88494945817652
340230082023,84.21837042282469
340230082083,54.826282497648535
340230091001,53.935151432276086
340258027001,33.83901630574588
340258095011,95.97842790211315
340258095013,60.168674183167425
340258095021,100.94407475111319
340258095022,91.80693133679608
340258096002,65.49722881444505
340258097011,51.5123265420731
340258097012,61.93803940946086
340258097031,66.28464704912665
340258097041,83.5496153940017
340258097042,52.74597789586166
340258100011,51.341476531474406
340258101021,55.22124598655238
340258102002,73.98039715518773
340258102004,72.13392681410772
340258125011,96.33410426279285
340258125012,97.33233782904789
340270426001,65.3019717478291
340270446011,57.606596082226474
340311540011,44.34279351169034
340312568014,36.202247988457216
340373710003,46.778102574769605
340373713002,38.79604527588506
340373714002,25.20177019044269
340373715031,13.510163184099738
340390316023,22.993453825413937
360010001001,14.151253366197173
360010001002,17.386975368715998
360010002001,15.198741334686165
360010002002,9.330181723877983
360010002003,6.486472850537778
360010002004,16.309509715688357
360010003001,68.24398730931964
360010003002,17.502455735814586
360010003003,26.660297576256802
360010004011,24.83327906190645
360010004032,22.71800985600219
360010004033,4.4172963386303685
360010004034,33.758366491077496
360010005011,15.713710355671534
360010005012,6.871642674502185
360010005022,20.820799648305776
360010006002,25.537805719737765
360010006003,11.345277250066989
360010007001,19.966444708039617
360010007003,8.9647677672303
360010008001,5.323969407574765
360010008002,15.563461445156682
360010008003,9.180039009035426
360010011001,40.11701235267616
360010014001,32.75042301571627
360010014002,33.861995122930445
360010015001,22.69634246093751
360010015002,24.415186461302213
360010015003,14.905031386398003
360010016002,16.917097279375522
360010016003,17.643737881334356
360010016004,24.693105808962137
360010017001,10.894774580759298
360010017003,14.008069256864212
360010018011,15.607807534191657
360010018012,23.73399040384673
360010018013,14.435226608464761
360010018014,22.439840890341568
360010018015,15.69945693782443
360010018021,13.843014180944756
360010018022,30.051244615146214
360010018024,7.9064210803392685
360010019011,6.007838406000914
360010019012,21.11150780131989
360010019013,22.392178672786216
360010019021,20.845957080080368
360010019022,12.127698550148667
360010019023,15.667318363438518
360010020001,14.620737631880921
360010020002,8.2231082353062
360010020004,13.353810801973482
360010020005,12.980020158482688
360010021001,10.944352693773975
360010021003,14.909366374000511
360010022001,17.367806506966765
360010022002,6.308864771450037
360010023001,26.04418561552136
360010023002,37.290162590746235
360010025001,9.887790098905635
360010025003,14.423276136834495
360010026001,13.796092561015167
360010026002,4.4167427351888975
360010026003,10.934563856843235
360010127001,17.449459683047724
360010127002,10.397940292578637
360010127003,10.153965547676533
360010128001,10.31451425393151
360010128002,25.969856516433502
360010128003,18.760352832294288
360010128004,8.206034491821267
360010129001,19.723891691075536
360010129002,24.58571461791308
360010129004,11.080445816483222
360010130001,18.849366082639566
360010130002,11.72964786460597
360010130003,6.120485724131607
360010130004,11.951512506946669
360010130005,12.486398760306539
360010131001,43.607085024359854
360010131002,10.33772477958469
360010131003,7.318734449640307
360010132002,19.940444345436994
360010132003,19.106693251102453
360010132004,28.12175569859091
360010132005,9.880277188155924
360010133001,7.109519168286443
360010133002,16.478651973192015
360010133003,12.651556571362287
360010133004,11.085418447128509
360010134001,6.397295916463937
360010134002,12.46053863099968
360010134003,11.927560728696164
360010135031,8.92496754587942
360010135032,24.41048007026203
360010135033,12.767033696128202
360010135051,15.707698432382385
360010135052,12.463508308209718
360010135061,10.892779830046749
360010135062,7.0083814822933315
360010135063,11.906551040675561
360010135071,25.810307763767746
360010135072,16.026939469398577
360010135081,20.648302205297316
360010135082,9.45506311523889
360010135083,15.950477010675048
360010136011,10.14349479024459
360010136012,24.271124150295076
360010136013,15.858546966347923
360010136014,29.278260024118794
360010136015,12.67644369062737
360010136021,15.97863650283853
360010136022,19.0889999900671
360010136023,17.85295540913751
360010137031,13.52692681730913
360010137051,11.028918754292693
360010137052,9.440234609533762
360010137053,19.786845739564445
360010137054,8.616207269907582
360010137061,12.551350621636901
360010137071,11.735263272887934
360010137072,11.705655216265404
360010137073,8.620719068222062
360010138011,5.56993383623348
360010138012,10.022874448581431
360010138014,6.597496748312135
360010138015,16.509644969945864
360010138016,16.944595072528603
360010138017,17.67161086815085
360010138021,11.305079874102288
360010138022,15.062813012978394
360010138023,12.480895454930224
360010139011,11.309919880609552
360010139012,14.362406911482838
360010139021,7.774103889452671
360010139022,4.059796118741253
360010139023,12.595132106417672
360010140011,18.092392571222945
360010140012,7.559923809541932
360010140013,21.46131348197815
360010140022,12.099776566025263
360010140023,13.003383989211983
360010140024,7.83075397653467
360010141001,17.47776679954892
360010141002,22.58914152923116
360010141003,14.548922431720106
360010141004,25.215530687288037
360010142011,15.829335323873954
360010142012,10.192567637647945
360010142013,10.66414634587187
360010142014,11.189230717659038
360010142021,16.63835354390865
360010142022,22.764446751061197
360010142023,12.665796603499947
360010142024,22.725630729007396
360010142031,23.896993404242274
360010142032,19.486228823495388
360010142033,14.458014708053659
360010142034,19.434516836471794
360010142035,21.186755816283544
360010143011,16.372445893648614
360010143012,28.079760897774324
360010143021,14.014857803768736
360010143022,19.15329631658417
360010143023,14.38543180473033
360010143024,18.47987645422861
360010144011,29.262257705850107
360010144012,32.05148663112443
360010144013,20.931240100466912
360010144021,21.429907749311056
360010144022,24.03361451196569
360010145011,17.853779639350144
360010145012,15.276036505748623
360010145021,18.182737471944037
360010145022,28.933621876517652
360010145023,24.768544249291367
360010145031,27.884494765934505
360010145032,20.257860306895214
360010146061,7.86845278513138
360010146062,16.873297269274858
360010146063,15.571864997641443
360010146071,10.756064769899226
360010146072,18.92537015672519
360010146073,13.014574612842825
360010146074,16.235411484035534
360010146075,13.680987314226702
360010146081,50.18654903915338
360010146082,8.34888898987734
360010146091,10.791782676170312
360010146092,10.72216578078658
360010146093,14.801504682289366
360010146111,15.688049907215737
360010146112,13.921918307951616
360010146121,27.36000315264511
360010146131,29.265392896683217
360010146132,22.90910269126874
360010146133,23.892186967611533
360010146141,18.424517965118227
360010146142,24.92436328128657
360010146143,21.919052046881646
360010146144,27.070180428326683
360010146151,15.080292939368631
360010147001,27.222980174878764
360010147002,31.839513884478624
360010148011,28.4455903547463
360010148022,40.235114143583715
360010148023,32.772085794280294
360010148031,32.049791503131615
360010148032,26.21156720261474
360039501001,24.72861218803553
360039501002,30.88821467023722
360039501003,36.06637026035729
360039503001,51.052167961117796
360039503002,53.93487530639203
360039503003,64.12663657546302
360039504001,35.67958469302033
360039504002,48.11874338190843
360039504003,35.497922690149075
360039505001,22.264999139775778
360039505002,27.42688832647012
360039505003,32.448249502293805
360039505004,23.065120600285834
360039506001,38.503354675923475
360039506003,26.01167863736285
360039507001,36.05880721864722
360039507002,31.172891067286518
360039507003,29.493832662265618
360039508001,32.44394271827027
360039508002,76.24617348199219
360039508003,76.50282046002448
360039509001,30.46248419657335
360039509002,39.931493434991786
360039509003,30.677969517428664
360039509004,45.99130483720113
360039510001,34.006701797738046
360039510002,40.110408741248584
360039511002,22.8840500589533
360039511003,27.78408119745796
360039511004,29.92766280980904
360039512002,42.76438058416142
360039512003,25.986727532185544
360039512004,35.55464366028969
360039512005,39.18262340199439
360039512006,26.760302076483335
360039513001,53.588151942282046
360039513002,38.18668383973707
360039513003,32.439972241937056
360039513004,34.67251646108249
360050002001,6.337448770780969
360050002002,8.6047506184867
360050002003,9.252670857727065
360050004002,5.682201628487363
360050004003,10.459314014420642
360050004004,5.182004038757954
360050016001,4.055961306588642
360050016002,5.094576278882526
360050016003,4.46815456566384
360050016004,7.626966182146183
360050019001,10.3118609887847
360050019003,5.718561296074229
360050020001,4.585063954731096
360050020002,6.295096613508918
360050020004,6.066599223628848
360050023001,4.136667223190352
360050023003,4.599402286113116
360050025001,4.965694439624638
360050025002,5.2070352617091835
360050025003,5.479463824764056
360050025004,9.528960422434794
360050027011,12.650007809475474
360050027012,5.815328198211448
360050027021,3.5446763228968354
360050027022,4.689133531471277
360050027024,23.8822945342957
360050028001,6.6331461916931636
360050028002,7.936990122842151
360050028003,4.696609798835441
360050028004,6.284285914638149
360050031001,5.019902252269956
360050033002,3.989580925735686
360050033003,4.272067285357063
360050035002,10.956066828384596
360050035003,6.022617128076852
360050038001,3.9431020966156063
360050039001,4.720565543512216
360050039005,7.368817616215867
360050040011,5.090847946045534
360050041001,4.4235234998314565
360050041002,4.603477195150073
360050041004,4.363693025337831
360050042002,5.625955771364577
360050042003,4.325647072456219
360050042004,14.016452803536945
360050042005,8.7916075087564
360050043001,5.847379103654124
360050043002,8.872998373022137
360050043003,5.1684234165219625
360050043004,5.822828382891377
360050044001,5.612196763410268
360050044003,5.462567383741698
360050044004,5.168452068236404
360050046001,6.3169337104787475
360050048001,5.840820960499575
360050048002,7.752892452387929
360050050011,7.106975002069266
360050050012,7.106226854642264
360050050013,4.8651201129084
360050050014,5.280270333656563
360050050021,7.370776451952405
360050050022,7.081617863652411
360050050024,5.164866889054205
360050051002,7.409696560204715
360050051003,5.167663276249446
360050052001,5.617912279570598
360050052002,5.776157413956335
360050053001,4.613103015485557
360050053002,4.30553140789461
360050054001,7.024891437162012
360050054002,6.221361705170906
360050054003,4.367005224342992
360050054004,6.3948462478791255
360050056001,5.612558401861219
360050056002,6.445778266022565
360050056003,6.709996552185577
360050059021,4.697879667224019
360050059022,17.15915908729857
360050060001,5.488535168540023
360050061002,3.850464993403666
360050062001,4.313750655359287
360050062002,6.855757412054295
360050062003,6.126915471027892
360050062005,6.405125754403252
360050063003,6.149518502962116
360050063004,4.258174621747347
360050063005,4.992119990694872
360050063006,6.2917149381202115
360050064001,4.732461157066546
360050064003,3.489461831692686
360050064004,4.6438778490231325
360050065002,5.820459582785233
360050065003,6.200820494999331
360050065004,4.799953043071383
360050067001,5.530666373394051
360050067003,2.5177056908206765
360050067004,6.696159509068902
360050067006,6.4885281377104045
360050068001,6.191133349528715
360050068003,4.382775701897902
360050069001,7.60879764457604
360050069002,3.966610878097441
360050069004,5.34038685928015
360050070001,11.033615902604907
360050070002,35.91396259441985
360050070003,4.610401608733497
360050071001,3.775663162551493
360050071002,4.310920546932301
360050072001,5.863779385202869
360050072002,6.074394640205029
360050072003,5.843841830475905
360050073001,10.075761161963646
360050073002,4.920693389482391
360050073003,3.3568268544656163
360050074003,5.185770872680152
360050075001,4.280627526710597
360050075002,5.995983048708376
360050075003,4.4237869852010405
360050075004,6.521333582538386
360050076001,3.8608959650594192
360050076002,5.3434166070798215
360050076003,6.80717786997079
360050076004,18.347736091191592
360050076005,3.9938801278531852
360050077001,4.290433727453926
360050078001,10.543947442835744
360050078002,7.307632339280192
360050078003,5.205547642730095
360050078004,7.837999062273234
360050079001,4.400318204974097
360050079003,4.45688470282772
360050079004,6.722383124645625
360050083001,4.982096408757187
360050083003,9.74644082323032
360050083004,6.950595107515559
360050083005,4.538567720349395
360050084001,5.364534907852827
360050084002,8.301984340521338
360050085001,5.988366677892721
360050085002,7.066876828562996
360050085003,6.883249253627987
360050085004,4.559579201333372
360050085005,5.656440894207794
360050086001,5.723968430626406
360050086002,6.864693026492253
360050086003,5.925364077140906
360050087001,4.403896173281569
360050087002,4.967592929276267
360050087003,6.582410969755147
360050087004,5.481716021838151
360050087005,7.178483925255724
360050089002,9.818694759225625
360050090002,6.38079514622747
360050090003,5.088107081779375
360050090004,12.438704722678777
360050090005,5.65543131241701
360050092001,3.9180350894574
360050092002,4.776409109215697
360050092003,4.525221752357661
360050092004,5.34943304240853
360050092005,5.9710791467822535
360050093002,4.56452160089174
360050093003,5.8298178938245
360050093004,6.32065286575541
360050093005,5.578932789775254
360050096001,8.157966856099678
360050096002,7.920257554140976
360050098001,6.01322853430799
360050098002,23.82067404674943
360050098003,5.878131858685165
360050098005,5.108376925747003
360050115021,6.545231301635317
360050115022,5.957242380352009
360050115023,4.056274671858721
360050117001,5.012601973361943
360050118001,19.96327266902394
360050118002,9.420723918564732
360050118003,12.971100912465705
360050119001,3.2070162939604785
360050119002,5.6191151204455005
360050119003,2.6301227541970147
360050119004,4.335622629019509
360050119005,2.8529841550556356
360050121011,7.320211030037942
360050121012,6.9295551010311165
360050121021,5.414413397090357
360050123001,4.247931744486144
360050123002,7.0690997648861105
360050123003,3.471582835104295
360050125001,6.978526359273595
360050125002,9.944383001223043
360050127011,5.9729689913535875
360050127012,16.655142573764582
360050129011,12.688283588241788
360050129012,7.532125908303122
360050130001,9.419596626717617
360050131001,3.9464501730758457
360050131002,5.108035877183445
360050131003,4.9352151390878545
360050132001,14.400241584002273
360050132002,10.303725279977458
360050132003,10.420295062396889
360050132004,8.660698264266507
360050132005,9.360327487495733
360050133001,6.213231290643102
360050133002,4.6718319046964405
360050133003,3.758079286805389
360050133004,5.267328541901662
360050135001,4.957080584022555
360050135002,11.02578137502737
360050135003,4.370594817465532
360050138001,12.702373190558607
360050138002,9.486307271274304
360050141001,7.833708111420431
360050141002,5.858453341567033
360050141003,5.269252511147674
360050143001,12.173104300607559
360050144005,7.580625727135337
360050144006,8.331674382037116
360050145001,5.0504885710419725
360050145003,4.60769591069509
360050145004,12.98473720356774
360050147011,4.149859756590746
360050147012,5.182958176558154
360050147013,4.367104145461523
360050147024,6.583928034934964
360050149001,5.086363205813018
360050149002,6.285161386768308
360050149003,4.501795155291735
360050151001,3.970608730243028
360050151002,7.12095999327121
360050151003,5.4282089164366285
360050151004,5.540218135706098
360050152001,8.497580223507896
360050152002,7.865828090204729
360050153003,5.644964607892782
360050155001,8.168466699343485
360050155002,4.318608533496522
360050157001,6.010397740738629
360050157002,4.168132769499894
360050157003,6.690142974499379
360050158001,7.5009360416315785
360050159001,8.400418614858278
360050160001,11.321081540028956
360050160002,4.950971505016888
360050160003,10.500206313438722
360050160004,7.772045439660476
360050161001,6.544234751299538
360050161002,3.5415078159045077
360050161003,6.999315852517843
360050161004,6.672501670709513
360050162001,7.047738483380344
360050162002,7.473540780379836
360050164001,13.992774143269585
360050165001,3.6538177824782867
360050166001,8.118882399214597
360050166002,6.2253822281893205
360050167001,7.569461128716659
360050167002,6.889104295956887
360050169001,11.586400941240901
360050173001,4.271953848622104
360050173002,7.4028702636751635
360050173003,10.287210227028154
360050173004,7.640629572775464
360050175001,4.711693618740705
360050175002,4.660277597655403
360050175003,4.560953586718909
360050175004,6.006839354075737
360050175005,5.462366333725727
360050177011,5.921132767327593
360050177022,5.175846085795852
360050177023,6.73738445553487
360050177024,5.665596298656224
360050179011,8.994252736803972
360050179013,6.938392403090237
360050179023,4.645676215258333
360050181011,6.9844302989932
360050181012,8.194602797553284
360050181013,5.603987373406251
360050181021,6.103492933549772
360050181022,8.231130089049847
360050181023,6.561554046381384
360050181024,5.482629794776817
360050183011,7.415098493022459
360050183013,4.969369389890795
360050183021,4.742699672089413
360050183022,6.311156922263307
360050183023,12.059341008337984
360050184001,8.497627115586502
360050184002,8.140784875016829
360050184004,7.287930657123075
360050185001,4.161226693768069
360050185003,5.051593994768045
360050185004,4.598827758751686
360050185005,4.968297067330915
360050189001,10.69291299324307
360050189003,7.355515319153417
360050189004,5.18783252514261
360050193001,6.300619405578653
360050193002,4.076600447524029
360050193003,4.835712918614168
360050194001,11.333679118543367
360050195001,7.273746015140369
360050195002,6.267532995192336
360050195003,4.120242198081281
360050195004,6.773040271326733
360050197003,6.380917996080316
360050199001,3.448334221604136
360050199003,7.597892489735135
360050199004,6.439143063332315
360050199005,5.667874818628838
360050199006,6.92077544463492
360050200001,5.5172821586655285
360050200003,10.75781767027863
360050200004,6.351412123360836
360050201001,4.789260745320351
360050201002,4.218331720054777
360050201003,6.684047446376683
360050202001,16.441224591623875
360050202002,6.439875462817936
360050204001,4.641010337241239
360050204003,12.290515175524424
360050205011,6.971375158484501
360050205012,19.664500671307717
360050205013,7.123199891992864
360050205021,6.102306552722032
360050205023,2.7132011564294194
360050206011,7.890316784685592
360050209001,5.078046022478857
360050209003,7.993363558791218
360050209004,4.919803207808081
360050210012,8.795053437085885
360050210013,7.865908462702492
360050210014,9.384289434714205
360050210015,6.082507950342705
360050210016,5.487468685508013
360050210021,5.189736789455567
360050210024,5.60916656629665
360050210025,3.2721515052622006
360050210026,6.3916810992984585
360050210027,4.271678704769613
360050210028,4.589575581659059
360050211001,4.805731788025368
360050211002,5.882866600613114
360050211003,6.046527954010089
360050211004,4.570671405863862
360050212001,5.946086684287689
360050212002,5.127255124320588
360050212003,5.720129980959736
360050212004,7.879791906696911
360050213012,5.744605894869842
360050213021,4.593671050736005
360050213023,4.910613828441914
360050213024,5.3014874215393295
360050215011,5.243163331843485
360050215012,6.289735679910038
360050215013,17.126864926855742
360050215021,4.476621547592171
360050215022,5.097062184039414
360050215023,5.346176359911207
360050215025,4.773617295099056
360050216011,5.184410890804221
360050216012,13.04211425735705
360050216013,5.995952418836085
360050216014,5.25933213853503
360050216022,4.150640410366374
360050216023,5.9741508859150345
360050216024,4.2607589141450335
360050217001,5.160639226746298
360050217002,7.653646031664215
360050217003,5.565013682625416
360050217004,16.269886359896976
360050218001,7.079132991495183
360050218002,4.384628140963493
360050218003,7.955896051617019
360050218005,5.96961269020047
360050219001,6.170998772838067
360050220001,4.139968500750688
360050221011,10.075451609733742
360050221012,4.081821222983518
360050221013,5.752318672910493
360050221021,3.6410672174481165
360050221022,5.225952408174402
360050221023,6.651388759149983
360050222001,6.397877664177277
360050222002,3.910757144516474
360050222003,5.949358043282814
360050222004,10.09717193065582
360050223001,8.093116582122246
360050223003,4.853108782575958
360050223004,6.453846020463457
360050224011,6.554545224310019
360050224012,4.863910952710657
360050224031,8.231887258677556
360050224032,4.939064829204341
360050224041,5.872525162594088
360050224042,7.403354937717336
360050224043,8.623099962115717
360050225001,5.882355634496505
360050225002,5.242064179986293
360050225003,7.110790762489703
360050225005,5.668256973237974
360050225006,5.9901953759908855
360050227011,5.531521776055683
360050227012,5.959997100731638
360050227013,4.900525956141927
360050227021,6.348630764717195
360050227031,5.3488270465965195
360050228001,5.6408009618319666
360050228002,10.413633452250222
360050228003,9.399449802093523
360050228004,7.305469999291788
360050229011,6.48860897768588
360050229014,9.106263400007903
360050229015,6.963837861009476
360050229021,8.207523539670966
360050229022,5.389991403116206
360050229023,6.555045824858855
360050230001,8.149699771503203
360050230002,13.363148438233328
360050231001,4.532645060197436
360050232001,8.788708075372803
360050232002,4.601395049314609
360050233011,6.368360616511313
360050233012,7.299840197233317
360050233013,6.35130282666964
360050233021,7.4670207923180865
360050233022,6.66761449440598
360050235011,5.811096168352816
360050235012,4.75967939689792
360050235013,4.9892490867823085
360050235021,7.837616256130047
360050235024,5.241006003533963
360050236002,4.858135669354234
360050237021,5.0598624842464375
360050237031,6.660209321919253
360050237032,7.5294775949510635
360050237033,8.986479654749191
360050237041,4.87012035043096
360050237042,6.269267503975878
360050237043,8.66002736168077
360050238002,5.7195794299181975
360050238003,5.815414867995336
360050239001,5.129234240294336
360050239002,5.103417797782278
360050239003,5.660868555153829
360050239005,5.306003507961926
360050239006,7.521116062145941
360050240001,7.055951790363324
360050240003,7.04710642563673
360050241001,9.94281454837832
360050241002,4.595718967547492
360050241003,10.198074687242453
360050241004,5.639419392384851
360050241005,6.312967841877723
360050243001,4.145628635762491
360050243002,6.224917837285365
360050243003,7.878513915347075
360050243004,7.853828885296782
360050244001,4.666042993816516
360050244002,5.225693867534969
360050245011,6.592410523232856
360050245012,7.015755886680855
360050245014,5.743431043059988
360050245021,9.666350663689437
360050245023,7.292851347619024
360050246001,5.965167872844343
360050246002,14.031673218164158
360050247001,7.19439299425721
360050247002,6.572771407863731
360050248001,5.512691767662789
360050248002,10.049103700438007
360050250001,6.432428286273505
360050250002,9.041853864831795
360050251001,4.931398038519499
360050251005,6.530367641955541
360050251007,14.844531338631334
360050252001,21.790002133065347
360050252002,6.61393251438158
360050253001,5.452464943881263
360050253002,7.141030537828301
360050253003,6.765498197960242
360050254001,7.58572346323942
360050254002,24.41227851374492
360050255001,6.9204193587365195
360050255002,6.272168276616375
360050255003,9.106658615501887
360050256001,5.499116376079421
360050256002,7.339439932831207
360050257001,8.057654582754653
360050261001,10.0886536635758
360050263001,5.207835956287571
360050263002,3.3977685696231137
360050263005,6.461947536916008
360050264001,8.491951646153174
360050264002,10.643076657612676
360050264003,7.251274943166126
360050264004,8.336019951105126
360050265001,6.3252691612269425
360050265002,5.824500151058315
360050265003,5.329366465183181
360050265004,5.2386748117555415
360050266011,7.121949262128852
360050266012,6.475430029814376
360050266013,11.34877336036634
360050266022,5.793304231156022
360050266023,7.654755329757749
360050266025,7.566024952888037
360050267011,7.832706164503894
360050267012,6.886113092018016
360050267013,9.466438533445181
360050267021,8.849231125484275
360050267022,4.186923337722015
360050267023,5.87229998122176
360050267025,7.284610108311036
360050267026,4.750309982428559
360050269002,6.5494866417212245
360050269003,5.076846391509548
360050273001,5.28176081714964
360050273002,5.4110665616496485
360050273003,7.0490405645023895
360050274011,17.389115540600628
360050274012,6.402123391309442
360050274013,9.913719892564536
360050274014,11.598972523806395
360050274021,7.200516579284674
360050274023,10.827257602431361
360050277001,8.381702491648802
360050277002,6.137890376300869
360050277003,6.1309585224301415
360050277004,5.455906231684073
360050279001,7.037636521963085
360050279002,6.550041059640975
360050279003,5.506757511540612
360050279004,8.116131995194955
360050279005,6.83687386952604
360050279006,9.856598637107485
360050281001,14.149702375320206
360050281002,6.1452477061197035
360050281003,11.48798354200639
360050283001,7.290635567980975
360050283002,6.823532521536454
360050285001,8.497669707288754
360050285004,6.318544547066283
360050286001,8.64414370275365
360050286002,7.1285159914318985
360050287001,9.853401665154385
360050287003,6.0691186005849485
360050288001,9.539639305557277
360050288002,6.991567936036873
360050288003,4.986159777102796
360050289001,7.439626084924018
360050289002,11.933086936475876
360050289003,7.959534715285756
360050289004,5.7498542275416575
360050293012,12.218901689266065
360050293021,11.123015520578472
360050293022,14.887133313228993
360050293023,9.923485255015107
360050293024,14.416103707401655
360050295001,8.26885154666604
360050295002,25.883251009879952
360050295003,10.327982644447047
360050295004,6.582724407829068
360050296001,6.931102469762401
360050296002,9.73129415063792
360050297001,8.86365507748027
360050297002,7.7400837525225965
360050297003,8.69570522195807
360050300001,6.134416907823063
360050300003,7.38351244422468
360050300004,8.447583573946215
360050300005,8.677185647664214
360050300006,9.98958942215326
360050301001,6.944583775843251
360050302001,11.619139541041273
360050302002,7.944050805800482
360050302004,6.263437352562119
360050302005,8.96722314515536
360050302006,6.215604324058439
360050307011,55.648746089344876
360050307012,13.126920557765239
360050307013,9.036505351145962
360050307014,6.751554800549554
360050309001,12.981841345679495
360050309002,8.375449956054094
360050309003,9.656118673236547
360050309004,13.162446953392946
360050310001,11.060967774331992
360050310002,5.140327320143297
360050310003,5.409697842426383
360050312001,9.013538288578456
360050312002,8.253214235264137
360050314001,17.470067311422596
360050314002,5.916949661767095
360050316001,5.925386294806148
360050316002,7.489707296444061
360050318001,7.817261226541763
360050318002,6.907739374026485
360050323001,13.251458269334181
360050323002,16.45449468760293
360050323004,15.705304015399488
360050324001,6.536887433592333
360050326001,7.498188119326719
360050326002,6.690174695957568
360050328001,5.718156282302053
360050328002,7.457739615694524
360050328003,5.083981694797387
360050328004,6.555414922057579
360050330001,4.669374779818106
360050330002,5.911088119534003
360050330003,8.428974319749651
360050332011,6.2059851453957595
360050332012,7.189829740579572
360050332013,8.22615930134902
360050332021,12.229666062146666
360050332022,6.435025885862763
360050332023,6.310463723807604
360050335003,14.223544658218403
360050336001,4.927868501120316
360050336002,5.278099108679755
360050336003,5.500326597832232
360050336004,4.184510084402849
360050336005,11.833939139856847
360050336006,5.1526927170056425
360050337002,24.938330794294636
360050337003,26.271133274638824
360050338001,4.895355858639911
360050338002,8.528791918249402
360050338003,9.1748419401207
360050338004,4.818887544470003
360050340001,3.043178309080294
360050340002,5.672241584712177
360050340003,4.246685741662778
360050340004,4.326195935390177
360050342001,6.558528269490206
360050342002,4.723389675242792
360050343002,21.273886777722904
360050344001,8.018675998997638
360050344002,8.01060425611574
360050345001,9.823331471601946
360050345002,9.00652603598024
360050345003,16.904312835762727
360050348002,6.096838932165176
360050348003,9.02170775781695
360050348004,9.644474945807731
360050350001,7.100118418016666
360050350002,14.229477511440939
360050351001,14.523893512998349
360050351002,10.375672573093821
