cbg,nbrands,entropy_brand,brand_range,brand_std,nlevels,entropy_price
340170148002,36,0.5074017005746879,42840.0,8914.21166418521,4,0.7679638018798879
340170148003,30,0.4958898346019177,68443.0,12746.267195703202,4,0.669974784634561
340170150011,20,0.4283678871579358,75865.0,16465.88073669072,3,0.6096203523184245
340170152012,32,0.498319984904694,45214.5,10729.566772061624,4,0.725678707080026
340170152021,20,0.4178785610376815,58154.0,12261.91637332662,4,0.7747558764295731
340170155002,22,0.4452377046670789,28797.0,9023.753642045162,4,0.7614509390258528
340170158012,36,0.5096895320801277,64508.0,13445.31801597863,4,0.7043702176975764
340170165001,22,0.4388922384845104,41220.0,8815.447977547621,4,0.809419340916034
340170173001,19,0.41017484838664925,34393.0,8970.366097436387,2,0.35848112584447567
340170179001,26,0.46283765116562103,47883.0,11999.642633470718,2,0.48107306670435007
340170179002,54,0.5535951278953054,58775.5,11733.500555749337,4,0.6021109186016002
340170181001,25,0.46260978767950417,47790.0,11039.664895715143,2,0.48396234328130183
340170182002,25,0.467596054087434,62281.0,13382.775901422305,4,0.7850358813963599
340170183021,38,0.5192520619232488,56997.0,11840.636298104886,4,0.6612901220620562
340170184001,29,0.48383310201732427,40531.0,10600.410488988135,4,0.8046783807322642
340170185001,27,0.45887063833115405,57263.0,11134.91396599599,4,0.6220368313670531
340170186001,24,0.4514520428073089,39042.0,10741.545720227703,3,0.6857146696527557
340170187011,40,0.5356445139300128,57864.0,11817.559978933506,4,0.5842992943583404
340170187023,25,0.46916320767304637,44572.0,9416.958341153028,3,0.6263963644823713
340170188002,25,0.46760624277464985,48038.0,13878.589971003783,4,0.7526564395770049
340170192001,26,0.4640857796075659,54832.0,11739.410325199598,3,0.6320870879128367
340170192002,22,0.44310873796541245,68375.0,14008.539923355656,3,0.6043222430596237
340170193001,25,0.4449358048898245,42586.0,10566.307535416972,4,0.6861807333912048
340170194001,25,0.4456770606321274,33143.5,8306.557702699572,4,0.5469957957068291
340170194002,25,0.46271836003204103,54632.0,11653.864294519433,4,0.6440002662888568
340170198001,60,0.5659560897446877,55649.0,10546.652503784522,4,0.6793357225348556
340170199002,36,0.5107348166792844,68880.0,13507.643456088354,4,0.6668498172033587
340170201001,26,0.45417022843839744,56887.0,12408.169683193946,3,0.676998487558298
340230073042,22,0.44254907415850925,36128.0,8422.698753149878,3,0.5776159800924062
340230077022,26,0.46604437626914197,36762.0,10027.866072329629,4,0.6708509326296357
340230079081,26,0.46841040529625033,59750.0,13776.911370662747,4,0.6486298341691012
340230079123,30,0.4913472893389722,52015.0,10605.34653955364,2,0.4824783834752843
340230082023,28,0.4832671158346407,47642.0,12925.537870366667,3,0.6606878497935194
340230082083,40,0.524931378922764,68375.0,13115.00491049835,4,0.7132627896003702
340230091001,23,0.4536578122034413,34844.0,10164.528105728741,2,0.47242532198820447
340258027001,28,0.4782131344404855,39104.0,9436.86100324784,3,0.6253821399122642
340258095011,22,0.4392259780785647,61435.0,11536.439657369594,2,0.4972211624011294
340258095013,20,0.41967852615874024,51327.0,11088.629410555892,3,0.5572193074898715
340258095021,23,0.4490111124557979,64329.0,11939.792410355683,3,0.5452659266420318
340258095022,32,0.4956632612210832,48371.0,11274.726685004449,4,0.7759567970181555
340258096002,27,0.4725354192845827,41296.0,11533.317620497148,3,0.6919184216946711
340258097011,35,0.503538832792146,62574.0,12504.411911749665,3,0.7172976411994573
340258097012,27,0.47908090130282843,36290.0,9631.013453178673,3,0.5887719630734508
340258097031,25,0.46402865847154107,43057.0,9310.777629643557,4,0.6775501611214045
340258097041,22,0.4450439773141776,81778.0,16877.83599050178,4,0.8073981427766062
340258097042,28,0.4860285234820059,60916.0,12179.681947058034,3,0.6283592517083203
340258100011,26,0.4764252481660936,46863.0,11761.233472391415,4,0.695720977317762
340258101021,20,0.4292739330224689,45177.0,11395.902567753094,3,0.598434654701633
340258102002,59,0.5702362111771836,66829.0,13034.303873711528,4,0.6744320138557397
340258102004,25,0.46759605408743393,41256.0,11077.850079945332,3,0.573374694611637
340258125011,22,0.43746379100053556,46137.0,11419.123946261809,3,0.5879772714127396
340258125012,20,0.42335406934070446,32816.0,9572.890506246486,3,0.6316409584647541
340270426001,22,0.4475790874570112,46056.5,10137.283639430367,4,0.6756137404764779
340270446011,23,0.45138948445103494,57882.0,12906.44462852462,3,0.5314153931913892
340311540011,25,0.4635953874790763,46002.0,11664.72655020643,4,0.758877266002384
340312568014,21,0.41925802871791784,43805.0,13218.904894503221,3,0.6063024426198667
340373710003,26,0.46577668301400793,36665.0,8270.856815634257,2,0.48858652116606854
340373713002,27,0.4676214822448006,43434.0,10397.946360766531,3,0.6418924354936756
340373714002,22,0.4261027593562245,50108.0,12827.199332106848,2,0.49507963175209124
340373715031,13,0.31867891394205194,37560.0,14389.571876679243,3,0.6311870887970884
340390316023,18,0.41097440297519283,40875.0,10202.635305756898,3,0.609357595205769
360010001001,38,0.5028720540577664,47580.0,10952.683165698498,3,0.510271808202921
360010001002,27,0.44861868092175816,58773.0,11270.210707398723,3,0.32997724952638113
360010002001,52,0.5242368197777293,64676.0,12578.920234731464,3,0.4826068756186974
360010002002,34,0.4999890568817593,51104.0,11441.123149469127,3,0.5301924458385856
360010002003,29,0.474389915987899,49624.0,12326.719066261352,2,0.42574043419260454
360010002004,30,0.4781130604393519,47580.0,11094.9561325323,2,0.47499991022586535
360010003001,76,0.5903178771009442,71110.0,12152.962875388619,3,0.5712111698918054
360010003002,38,0.5047111627222157,49624.0,11523.491241726902,3,0.4824230528163652
360010003003,37,0.506827457220007,53256.0,11489.538437058729,3,0.5584139962865282
360010004011,57,0.5480338520792309,51104.0,10570.7539428783,3,0.6340593125542406
360010004032,36,0.5054795067212229,43434.5,10756.377795763388,3,0.5556736632221567
360010004033,21,0.42387770399333974,45680.0,10418.770107614662,2,0.4958089148940516
360010004034,52,0.5466285255965907,46958.5,9890.949887982673,3,0.560259109779514
360010005011,40,0.5143044548360152,51176.0,12874.230189190877,3,0.523405512636076
360010005012,32,0.4941841375663641,61100.0,15405.367498616895,4,0.6082045562261728
360010005022,39,0.5104019688922382,61100.0,11195.653901572981,3,0.5659932683435261
360010006002,18,0.40472227725434873,43531.0,11709.227585669561,2,0.44955226042418944
360010006003,43,0.5077197659517547,53256.0,11161.925062308495,3,0.5600890306891751
360010007001,25,0.44720163406902136,47580.0,12295.018786780905,3,0.49090300393766334
360010007003,30,0.46905865380270473,49624.0,12326.682655650307,2,0.4646818130068594
360010008001,21,0.42750134455490946,47580.0,9343.677718197168,3,0.5079994190789107
360010008002,24,0.44050589865112927,49624.0,12157.211629233096,2,0.42698174938062927
360010008003,32,0.49117528456639037,58773.0,12453.882675130959,2,0.4504172560502934
360010011001,51,0.5343400357537798,61632.0,12270.106519930869,4,0.5967018730946733
360010014001,37,0.49709192359479276,35208.0,9208.63801200464,3,0.5519220369208185
360010014002,23,0.44173356378513523,40899.5,9325.574409803576,2,0.4881050712186505
360010015001,56,0.543774458829774,52583.5,11203.42593256734,3,0.5588695934044529
360010015002,30,0.4833112953356689,53541.0,12132.283707614002,2,0.48364738947344726
360010015003,28,0.47830857602246074,45680.0,11243.497135277854,2,0.49282134910096553
360010016002,29,0.47420693744314696,49624.0,11298.672911834408,3,0.565693181413395
360010016003,27,0.46784597092719193,46813.0,11813.523055846681,3,0.4676514425750251
360010016004,30,0.46754829018796784,57156.0,11518.500185264103,3,0.5567561077594633
360010017001,27,0.4680865334616182,59978.0,13934.466246959979,2,0.46635380633451834
360010017003,41,0.5203149105419241,58773.0,11438.925527180754,3,0.6347764139964349
360010018011,30,0.4927776621312194,49029.0,11347.364149998546,3,0.6155910435663771
360010018012,36,0.4960242753348437,47043.0,11812.679059161315,4,0.6217256214525938
360010018013,33,0.49300126054292165,59056.0,12104.228596722733,3,0.5642621411859368
360010018014,29,0.48086515415547365,44922.5,12074.518338176635,3,0.5757275448831652
360010018015,46,0.5248809010822582,56729.0,10643.016896745557,2,0.49797654370301886
360010018021,41,0.5198006296030745,47361.0,10464.23660862459,2,0.49987159303554257
360010018022,46,0.5291461322709985,47580.0,10662.17382801126,3,0.514108916126715
360010018024,19,0.40767036785186983,29341.0,8660.118433629115,2,0.4248755686266487
360010019011,20,0.42538231687819406,35418.0,9717.390149233463,2,0.44932668784537405
360010019012,25,0.4667384946559154,49624.0,10534.355786310278,2,0.4504513477239485
360010019013,40,0.5197342466375906,53148.0,11718.367658117555,2,0.4414431981976606
360010019021,21,0.43219735546410154,54840.5,12028.353842745004,2,0.4989263883044391
360010019022,24,0.4467403260074786,42500.0,10528.182252568604,2,0.4881050712186505
360010019023,32,0.49453667436313475,43434.5,10478.656003294409,3,0.5788974433697832
360010020001,48,0.5350423610113191,61100.0,13029.429677084006,2,0.4844179410944552
360010020002,33,0.48516202806821435,49624.0,10579.953873429866,3,0.5032401943627672
360010020004,18,0.41002220143057766,49624.0,13337.112389061267,2,0.48495292129671574
360010020005,62,0.5546058021698579,50829.0,11050.865483692429,3,0.5190223436008374
360010021001,32,0.47717262737297755,49624.0,10917.79097093519,3,0.5481671431299463
360010021003,34,0.49019697419936276,61100.0,13308.879895328335,2,0.49459866243171957
360010022001,35,0.48893737620347055,53653.0,10975.640806658803,4,0.6850349372696893
360010022002,23,0.4298197340372013,42247.0,9214.82827103977,2,0.43273494871429635
360010023001,25,0.4553918082158314,47580.0,11913.811529409217,2,0.4304377899019164
360010023002,29,0.4718703761266493,47580.0,10215.74414138623,3,0.562016484615772
360010025001,24,0.4559709609463182,49229.5,13280.720112277384,4,0.6364189288938663
360010025003,16,0.3811094211995856,39257.0,9413.661430740693,2,0.36500831507289694
360010026001,39,0.4965906139680884,58773.0,11730.409142123362,3,0.5186748967941915
360010026002,27,0.4590488924022511,49624.0,12572.683105805469,2,0.45708852180739595
360010026003,36,0.4894833072614326,47945.0,11291.328639422554,2,0.4873509629643582
360010127001,61,0.5357889149775364,59056.0,10324.743032896795,3,0.49394433771947377
360010127002,29,0.46845345908487884,39257.0,9461.362732024707,2,0.4707975766634108
360010127003,42,0.5300142712214532,45334.0,9478.192534783911,2,0.48440177560427894
360010128001,40,0.5125386004267779,58986.0,11296.414952959747,3,0.5021510284713806
360010128002,22,0.4360607400993914,51212.0,10775.58966686753,3,0.6294565284001384
360010128003,43,0.48854489790437533,58715.0,10481.736543086394,2,0.42201419517861455
360010128004,42,0.5051695313571397,58715.0,10483.799233321835,3,0.4692356606064589
360010129001,62,0.5541953893263287,55132.0,10258.703266980403,4,0.52104280019548
360010129002,24,0.42831813206741814,39257.0,8219.91056597551,3,0.4563011026059922
360010129004,21,0.41198479008110944,42511.0,9568.04293363684,2,0.44711880221298855
360010130001,50,0.5416976387154325,58715.0,11582.656572339087,3,0.5628090593071571
360010130002,57,0.5592588690036098,59056.0,10599.896661989776,3,0.5331075251096387
360010130003,39,0.5029280528572885,59056.0,11929.434649582434,3,0.5343414275789022
360010130004,51,0.5312734912327254,59056.0,11216.425098673,3,0.5942073762348785
360010130005,42,0.5350769154611136,62518.0,13679.083814143334,3,0.6587657839998606
360010131001,33,0.49260782792389457,39257.0,8739.666020364362,2,0.4472259422670642
360010131002,32,0.47008577322468115,47580.0,9410.394553060052,3,0.4855427791850473
360010131003,25,0.44323309484227136,58715.0,10702.230826433302,3,0.5728425134034109
360010132002,42,0.5329516422074739,59056.0,10894.953846448745,4,0.5966091918366603
360010132003,22,0.43253841981901275,37014.0,8867.50806662996,2,0.49474429197961883
360010132004,32,0.4771493425142912,34438.0,7338.121495006052,3,0.5182165077349172
360010132005,34,0.48410180272268244,45926.0,8416.468798182435,2,0.45762482967009177
360010133001,20,0.4229441733375024,34438.0,7261.97447335178,2,0.4226754683112182
360010133002,58,0.5524041989732217,51212.0,9668.296486035177,3,0.5174900179191959
360010133003,60,0.5410604815413208,59056.0,9569.382896378405,4,0.5475125518336863
360010133004,45,0.518963169630483,59056.0,11338.11746119745,4,0.5863651539849957
360010134001,41,0.5047531208493667,58715.0,10533.397214177056,3,0.5358727193606204
360010134002,45,0.5363166069593628,59056.0,12449.857532340395,3,0.6116203367242007
360010134003,48,0.5182693827044178,61082.0,10036.011311534061,2,0.47644695981660284
360010135031,40,0.517092235661021,55899.0,11716.713609997249,2,0.49999324085218133
360010135032,76,0.5862629296661377,56203.0,10699.307098992882,4,0.5947801207754597
360010135033,61,0.555977380294219,61082.0,12667.437194461789,3,0.5984784104462916
360010135051,47,0.5418421225930736,48755.0,10451.219063642011,3,0.6198300260159875
360010135052,63,0.5688806287891942,61100.0,10536.352720465007,3,0.5485949665256348
360010135061,85,0.5852660068674738,62524.0,10707.42853432328,3,0.5513935116360565
360010135062,61,0.5666098272615638,61100.0,12149.405407245524,3,0.5888536554713394
360010135063,60,0.5496081948581973,69632.0,11542.235164488087,3,0.5939536552480471
360010135071,82,0.6120600441783596,55969.0,11477.93970252954,3,0.5619622482694361
360010135072,45,0.5343584115186132,53278.5,10302.978281504213,3,0.5651660728764892
360010135081,82,0.5935752828239133,50736.0,10373.5599891412,3,0.583153795518157
360010135082,55,0.5526133631031453,55969.0,12187.217486273481,3,0.5736636891771238
360010135083,88,0.5975055890503924,59056.0,10834.704716169756,3,0.593245496909813
360010136011,28,0.472499800231832,51212.0,10560.521443226542,2,0.49977075010466404
360010136012,55,0.5492963011289936,49140.0,11277.229157277265,3,0.5843091840657466
360010136013,37,0.5066983191198446,48799.0,11960.223242478454,3,0.5502334449034503
360010136014,102,0.6075014827176708,59056.0,12095.331105290941,3,0.5914731802615812
360010136015,65,0.5661461291785383,59056.0,10811.597297597216,3,0.5762287379803361
360010136021,54,0.5365191582935174,61100.0,10564.528523171033,2,0.4712287993658117
360010136022,47,0.5358893555513713,55969.0,12131.648487251794,3,0.5547701300655853
360010136023,41,0.4907601637013348,51212.0,9434.857575912985,3,0.5282200676490795
360010137031,95,0.6132008630782484,62518.0,10455.213093486584,4,0.5988664112966922
360010137051,44,0.5354353190848185,50266.0,10858.788593883819,3,0.552253306257781
360010137052,69,0.5689391870053289,59056.0,9976.541349525194,3,0.5213296087246378
360010137053,65,0.5660032612131876,66565.0,10870.375059471366,2,0.4931509841018465
360010137054,58,0.5575552019506308,46045.0,9876.579981543733,3,0.549514511057607
360010137061,59,0.5567684708864865,61100.0,11766.416135044023,3,0.5931041227352777
360010137071,62,0.567850008653291,54910.5,10445.096554168293,3,0.5789363177574877
360010137072,57,0.5537694213524451,49370.0,9610.257983204507,4,0.5642915844450687
360010137073,54,0.5656997849145121,61100.0,11156.429555533283,2,0.49927354743027846
360010138011,29,0.46512934666394684,55969.0,10157.569869693103,4,0.6067015497170606
360010138012,69,0.5717567994128058,61100.0,9750.422478969263,4,0.5312851983335127
360010138014,21,0.42940046861768655,45997.0,8429.187980497749,3,0.4720115678432728
360010138015,41,0.5194966817168809,41858.0,9135.243312832905,3,0.5500630134454145
360010138016,64,0.5656721860514433,55969.0,10304.995731046414,3,0.51660311128259
360010138017,33,0.49035060448157447,49233.0,8219.564666153685,4,0.5426048184735394
360010138021,67,0.5824261367225512,58715.0,9832.60341245219,4,0.5812808325243263
360010138022,40,0.5210576558955156,49370.0,10086.578405455895,3,0.5553642572601488
360010138023,45,0.5230342202457471,55628.0,9536.593195365247,4,0.5859077555614892
360010139011,45,0.5286593589005704,61100.0,10374.738017027781,3,0.5683602759020895
360010139012,77,0.5950272129418603,81853.0,11369.134509039548,4,0.5666439867821101
360010139021,68,0.5899061394306829,57156.0,10403.961511488907,4,0.6118015508037826
360010139022,42,0.52474217146603,41221.0,8781.840422343337,3,0.5883398337553554
360010139023,86,0.5933013496708494,58715.0,9953.903048665221,4,0.5736616825109978
360010140011,94,0.6106563559045202,57156.0,11366.00792930003,4,0.6076482540610739
360010140012,41,0.5310861233612768,53256.0,11382.728159809521,3,0.5577831978690738
360010140013,36,0.4646787003047719,54910.5,9629.123159336299,2,0.44231465339515375
360010140022,68,0.578131856731958,57156.0,9631.779488478032,3,0.5369881194342723
360010140023,33,0.5014093044960186,44493.0,11270.506754155133,2,0.49694130284390786
360010140024,30,0.46852962150663763,47580.0,10770.304897277503,3,0.5038834374850597
